Date, Iteration, Virial Sum, Potential Energy 
2026-02-24 05:47:55,357,-6567862.276744171,-5360812.994981515
2026-02-24 05:48:24,358,-6569284.407231301,-5370941.895903105
2026-02-24 05:48:52,359,-6570699.731721039,-5381075.059258554
2026-02-24 05:49:21,360,-6572106.372105363,-5391111.66308561
2026-02-24 05:49:38,361,-6573505.100911568,-5401092.198171257
2026-02-24 05:50:07,362,-6574899.489724235,-5411070.339071094
2026-02-24 05:50:35,363,-6576289.256853527,-5421041.274804767
2026-02-24 05:51:04,364,-6577674.241320606,-5431006.265934606
2026-02-24 05:51:32,365,-6579054.296868271,-5440998.425699634
2026-02-24 05:52:01,366,-6580429.359874471,-5450902.330558507
2026-02-24 05:52:30,367,-6581799.05079392,-5460699.220130899
2026-02-24 05:52:59,368,-6583162.379383291,-5470531.286698056
2026-02-24 05:53:28,369,-6584517.943511081,-5480167.168810399
2026-02-24 05:53:57,370,-6585863.852556396,-5489687.869476555
2026-02-24 05:54:13,371,-6587200.153009236,-5499042.549688273
2026-02-24 05:54:42,372,-6588528.550325644,-5508385.818928665
2026-02-24 05:55:10,373,-6589846.258847705,-5517621.015885004
2026-02-24 05:55:39,374,-6591150.554102567,-5526663.748482369
2026-02-24 05:56:08,375,-6592438.880388253,-5535453.935156737
2026-02-24 05:56:36,376,-6593708.967362758,-5544090.390593167
2026-02-24 05:57:05,377,-6594958.860135037,-5552358.045285922
2026-02-24 05:57:34,378,-6596186.942482605,-5560337.400460221
2026-02-24 05:58:03,379,-6597392.016051747,-5568015.913966876
2026-02-24 05:58:32,380,-6598573.46646612,-5575281.278162037
2026-02-24 05:58:49,381,-6599733.181337945,-5582322.655049803
2026-02-24 05:59:17,382,-6600875.512225089,-5589056.711014501
2026-02-24 05:59:46,383,-6602000.9693999505,-5595585.864016034
2026-02-24 06:00:14,384,-6603110.414200899,-5601864.442758355
2026-02-24 06:00:43,385,-6604205.050802951,-5607910.493784559
2026-02-24 06:01:12,386,-6605286.173169732,-5613799.92461676
2026-02-24 06:01:40,387,-6606355.067564371,-5619397.356383445
2026-02-24 06:02:09,388,-6607412.810186602,-5624924.46857896
2026-02-24 06:02:38,389,-6608460.341999871,-5630186.394795323
2026-02-24 06:03:07,390,-6609498.078315592,-5635327.827614439
2026-02-24 06:03:24,391,-6610527.99024726,-5640339.439214173
2026-02-24 06:03:52,392,-6611552.944024204,-5645295.927628545
2026-02-24 06:04:21,393,-6612572.1749080345,-5650150.834178165
2026-02-24 06:04:50,394,-6613584.649133362,-5654887.587306369
2026-02-24 06:05:18,395,-6614589.444775544,-5659548.099453535
2026-02-24 06:05:47,396,-6615585.641134781,-5664081.837331582
2026-02-24 06:06:16,397,-6616572.57235203,-5668407.885933708
2026-02-24 06:06:45,398,-6617549.872538515,-5672553.533760762
2026-02-24 06:07:14,399,-6618517.506437771,-5676634.00528802
2026-02-24 06:07:43,400,-6619475.843263875,-5680486.191271089
2026-02-24 06:07:59,401,-6620427.333181697,-5684313.950650425
2026-02-24 06:08:28,402,-6621375.665543817,-5688065.296588024
2026-02-24 06:08:56,403,-6622321.936321865,-5691802.208229775
2026-02-24 06:09:25,404,-6623267.439100326,-5695506.331419264
2026-02-24 06:09:54,405,-6624213.531927858,-5699186.626240993
2026-02-24 06:10:23,406,-6625161.6891728975,-5702863.614392698
2026-02-24 06:10:51,407,-6626113.459382802,-5706554.512857443
2026-02-24 06:11:20,408,-6627070.21138728,-5710396.861024408
2026-02-24 06:11:49,409,-6628033.434568743,-5714254.523407864
2026-02-24 06:12:18,410,-6629004.425060381,-5718223.277374041
2026-02-24 06:12:35,411,-6629985.998612852,-5722309.8916353015
